103,829,19,36,4,197,0,0,0,0,0
113,1455,11,73,8,254,0,0,0,0,0
161,4054,7,121,5,347,0,0,0,0,0
222,5134,8,169,3,480,0,0,0,0,0
219,3501,40,92,5,412,0,0,0,0,0
77,2574,6,66,5,184,0,0,0,0,0
272,5672,5,247,2,542,0,0,0,0,0
308,3786,16,169,5,628,0,0,0,0,0
85,6275,2,84,3,182,0,0,0,0,0
68,2506,5,58,5,167,0,0,0,0,0
192,3522,14,85,4,412,0,0,0,0,0
121,7675,3,119,3,252,0,0,0,0,0
213,3240,30,46,3,464,0,0,0,0,0
262,3138,19,145,4,540,0,0,0,0,0
142,3569,9,109,4,431,0,0,0,0,0
106,2119,31,49,26,476,0,0,0,0,0
312,7146,17,121,4,664,0,0,0,0,0
229,6835,10,171,2,516,0,0,0,0,0
250,4800,29,85,5,732,0,0,0,0,0
167,3768,27,81,5,504,0,0,0,0,0
134,4521,18,51,2,278,0,0,0,0,0
321,12484,8,281,2,822,0,0,0,0,0
135,1571,12,105,5,306,0,0,0,0,0
84,2519,19,18,12,444,0,0,0,0,0
118,2286,13,84,9,460,0,0,0,0,0
143,2257,20,64,5,390,0,0,0,0,0
209,2337,36,38,12,582,0,0,0,0,0
188,3449,13,147,7,552,0,0,0,0,0
86,2584,13,54,5,224,0,0,0,0,0
234,2170,30,45,4,454,0,0,0,0,0
77,1603,12,54,8,270,0,0,0,0,0
58,2972,4,40,10,242,0,0,0,0,0
83,969,19,18,7,274,0,0,0,0,0
100,6517,8,70,5,304,0,0,0,0,0
206,4063,24,132,3,458,0,0,0,0,0
176,2913,6,73,3,418,0,0,0,0,0
55,3472,4,48,4,190,0,0,0,0,0
126,1864,33,27,7,500,0,0,0,0,0
103,1716,15,39,7,386,0,0,0,0,0
93,2061,16,18,13,364,0,0,0,0,0
208,5711,11,114,3,486,0,0,0,0,0
110,973,43,11,8,360,0,0,0,0,0
254,8787,10,99,2,508,0,0,0,0,0
196,5294,21,63,2,392,0,0,0,0,0
149,1555,13,97,4,332,0,0,0,0,0
126,1878,13,78,3,316,0,0,0,0,0
210,5852,4,108,3,450,0,0,0,0,0
296,5924,39,111,4,570,0,0,0,0,0
218,5991,8,106,3,506,0,0,0,0,0
173,1564,35,30,8,308,0,0,0,0,0
203,3439,15,101,4,458,0,0,0,0,0
